cvn,imoNumber,vesselName,builtDate,vesselTypeTopLevelType,vesselTypeMidLevelType,detailedVesselType,flagOfRegistry,ageYear,mmsiMaritimeMobileServiceIdentity,classSociety,mainStatus,detailedStatus,grossTonnage,deadweightTonnes,lengthOverallMetres,draftMetres,beamMetres,lightDisplacement,ownerCompanyId,owner,ownerNationalityRegion,groupOwnerCompanyId,groupOwner,groupOwnerCountryRegion,registeredOwnerCompany,builderCompanyId,builder,builderCountryRegion,specificSize,specificUnit,callSign,sisterVesselCode,contractDate,compensatedGrossTonnage,yard,operatorCompanyId,operator,operatorCountryRegion,managerCompanyId,technicalManager,technicalManagerCountryRegion,cargoCapacityCubicMetres,tanksTotal,pumpsTotal,coatedTanksFitted,imoClass,iceClassNotation,iceClassed,speedKnots,powerType,mainEngineFuelType,mainEngineSummary,auxiliarySummary,propulsorSummary,environmentalSummary,ballastWaterTreatmentSystemFitted,mainEngineLngReady,hullSurveyDueDate,lastHullSurveyDate,mainEngines,auxiliaryEngines,positionalThrusters,propulsion,environmentalEquipment,globalZonePercentageTimeSpent,timeseries,bespokeData,vehicleDecksNo,vehicleCapacity,teuTotalCapacity,gearedIndicator,homogenousTeuCapacity,reeferTeuTotal,consumptionTonnesPerDay,mainEngineEcoMeEngine,newbuildingPrice,newbuildingPriceCurrency,exName,shipDesign,holdsTotal,hatchesTotal,greatLakesOnly,soxScrubberFitted,laneLengthMetres,passengersTotalNo,passengerBerths,heavyLiftCapable,tankTempCelcius,cargoContainmentSystemType,mainEngineLngCapable,alternativeFuelTypes,tankPressureKgfSqCm,noxAbatementIndicator
16356579,9880879.0,Maran Eagle,2021-02-01T00:00:00,Bulkcarriers,Capesize Bulker,Bulk Carrier,Greece,2.0,241823000.0,Bureau Veritas,Fleet,In Service,109731,209388.0,299.92,18.55,50.0,,158581,Maran Dry Mngt,Greece,333414,Angelicoussis Group,Greece,Comino Enterprises SA,983412,Shanghai Waigaoqiao,China P.R.,209388.0,DWT,SVDM8,80668.004,2019-01-01T00:00:00,34434.90534,Shanghai Waigaoqiao,158581.0,Maran Dry Mngt,Greece,158581.0,Maran Dry Mngt,Greece,,,,,,,,,Diesel 2-Stroke,IFO 380,1 x Diesel - MAN B. & W. 6G70ME-C9.5,"2 x Aux. Diesel Gen. - Yanmar, 1 x Aux. Diesel Gen. - Yanmar","1 x Dalian Marine, FP Propeller, 75rpm ","1 x Exhaust Scrubber - SOx - Yara Marine Tech, 3 x Selective Catalytic Reduction - NOx - Yanmar, 1 x Selective Catalytic Reduction - NOx, 1 x BWTS - Ballast Water Treatment System - S&SYS(Samsung HI)",True,False,2026-02-25T00:00:00,2021-02-26T00:00:00,[],[],[],[],[],[],[],,,,,False,,,,Eco – Electronic Engine Modern,,,Atlantic Bear,SWS 210K,9.0,9.0,,True,,,,,,,,,,True
16357550,9859648.0,POS Bangkok,2019-11-01T00:00:00,Containerships,"Feeder Containership 100-2,999 TEU",Fully Cellular Container,Panama,3.25,371369000.0,Korean Register of Shipping,Fleet,In Service,18085,22317.0,172.0,9.75,27.4,,143082,Pan Ocean,South Korea,143082,Pan Ocean,South Korea,POS MARITIME KD S.A.,392961,Hyundai Mipo,South Korea,1811.0,TEU,3FDX9,80691.001,2018-06-06T00:00:00,14918.67283,Hyundai Mipo,143082.0,Pan Ocean,South Korea,826732.0,POS SM Co Ltd,South Korea,,,,,,,False,18.0,Diesel 2-Stroke,IFO 380,1 x Diesel - MAN B. & W. 6S60ME-C10.5,3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN),1 x FP Propeller,"1 x Exhaust Scrubber - SOx - PANASIA, 1 x BWTS - Ballast Water Treatment System",True,False,2024-11-07T00:00:00,2019-11-08T00:00:00,[],[],[],[],[],[],[],,,,1811.0,,1213.0,558.0,27.7,Eco – Electronic Engine Modern,,,,1800 TEU Mk II,,,,True,,,,,,,,,,
16358731,,Hai Na Chuan 99,2018-09-01T00:00:00,Chemical Tankers,"Chemical Tankers (<10,000 dwt)",Chemical & Oil Carrier,China P.R.,4.41667,,China Classification Society,Fleet,In Service,3265,5200.0,104.9,,16.2,,934970,Zhenjiang Sopo Trans,China P.R.,934970,Zhenjiang Sopo Trans,China P.R.,,598381,Yangzhou Wanlong,China P.R.,5200.0,DWT,,,2017-01-01T00:00:00,7193.08245,Yangzhou Wanlong,934970.0,Zhenjiang Sopo Trans,China P.R.,934970.0,Zhenjiang Sopo Trans,China P.R.,,,,True,2.0,,,10.0,Diesel 4-Stroke,ULS IFO,2 x Diesel - Zichai Power,,2 x Propeller,,,False,2023-09-18T00:00:00,2018-09-19T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,
16361036,9864916.0,GasLog Georgetown,2020-11-01T00:00:00,LNG,"Conventional LNG Carrier 60,000+ cbm",LNG Carrier,Bermuda,2.25,310800000.0,American Bureau of Shipping,Fleet,In Service,115636,96000.0,293.16,12.5,45.8,,562032,GasLog,Greece,562032,GasLog,Greece,Gas-Thirty Two Ltd.,452337,Samsung HI,South Korea,174000.0,cu.m.,ZCEZ2,80766.001,2018-08-17T00:00:00,88726.48145,Samsung HI,582905.0,Cheniere Energy Inc,United States,623463.0,GasLog LNG Services,Greece,174000.0,,,,,,,19.5,Diesel 2-Stroke,"LNG, VLS IFO",2 x Diesel - WinGD 5X72DF,"2 x Aux. Diesel Gen. - HHI-EMD (HiMSEN), 2 x Aux. Diesel Gen. - HHI-EMD (HiMSEN)","2 x Silla Metal, FP Propeller, 74rpm ","2 x Selective Catalytic Reduction - NOx - HSD Engine, 4 x Selective Catalytic Reduction - NOx - PANASIA, 1 x BWTS - Ballast Water Treatment System - S&SYS(Samsung HI)",True,False,2025-11-15T00:00:00,2020-11-16T00:00:00,[],[],[],[],[],[],[],,,,,,,,,Eco – Electronic Engine Modern,182.3,$m,,,,,,,,,,,-163.0,TZM,Y,LNG,,True
16361731,9858888.0,Hokuyu Maru,2019-08-01T00:00:00,Other Dry General Cargo,General Cargo,Cement Carrier,Japan,3.5,431013789.0,Nippon Kaiji Kyokai,Fleet,In Service,5750,8644.0,110.17,7.214,19.4,,164645,First Marine,Japan,164645,First Marine,Japan,DAIICHI CHUO KISEN KAISHA,404099,Miura Zosensho,Japan,8644.0,DWT,JD4627,,2018-04-01T00:00:00,5698.95704,Miura Zosensho,,,,164645.0,First Marine,Japan,,,,,,,,,Diesel 4-Stroke,VLS IFO,1 x Diesel - Hanshin 6LH46LAE,2 x Aux. Diesel Gen. - Yanmar,1 x Propeller,,,False,2024-08-25T00:00:00,2019-08-26T00:00:00,[],[],[],[],[],[],[],,,,,True,,,,,,,,,,,,,,,,,,,,,,
16367588,9893876.0,Maersk Nassjo,2021-09-01T00:00:00,Containerships,"Feeder Containership 100-2,999 TEU",Fully Cellular Container,Liberia,1.41667,636093010.0,DNV,Fleet,In Service,25514,31093.0,171.9,10.5,32.2,,954857,Gerchicon,Germany,954857,Gerchicon,Germany,Gerfucon GmbH & Co. KG,1000420,Zhoushan Changhong,China P.R.,2362.0,TEU,D5VC9,80915.003,2018-12-19T00:00:00,18852.24242,Zhoushan Changhong,944287.0,Sealand,Denmark,618469.0,Interorient Germany,Germany,,,,,,,,,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 6G60ME-C9.5,4 x Aux. Diesel Gen. - MAN Energy Solutions,"1 x FP Propeller, 97rpm ",2 x BWTS - Ballast Water Treatment System - PANASIA,True,False,2026-09-06T00:00:00,2021-09-06T00:00:00,[],[],[],[],[],[],[],,,,2362.0,True,1570.0,1600.0,,Eco – Electronic Engine Modern,,,,,,,,,,,,,,,,,,
16374010,9892975.0,Atlantic Emerald,2022-02-01T00:00:00,Products Tankers,"LR2 (85,000-124,999 dwt)",Product Carrier,Liberia,1.0,636021119.0,American Bureau of Shipping,Fleet,In Service,64933,109201.0,249.9,15.0,44.0,,746100,Eastern Pacific Shpg,Singapore,746100,Eastern Pacific Shpg,Singapore,Ceprodure Shipping Inc.,453163,New Times SB,China P.R.,109201.0,DWT,5LCJ5,81233.001,2019-07-01T00:00:00,26567.24705,New Times SB,,,,746100.0,Eastern Pacific Shpg,Singapore,123446.0,,,True,,1C,True,14.0,Diesel 2-Stroke,"LNG, VLS IFO",1 x Diesel - MAN B. & W. 6G60ME-C9.5-GI,3 x Aux. Diesel Gen. - HHI-EMD (HiMSEN),"1 x Dalian Anda, FP Propeller, 87.70rpm ","1 x Selective Catalytic Reduction - NOx - HHI-EMD (HiMSEN), 3 x Selective Catalytic Reduction - NOx - HHI-EMD (HiMSEN), 1 x BWTS - Ballast Water Treatment System - SunRui",True,False,2027-02-14T00:00:00,2022-02-14T00:00:00,[],[],[],[],[],[],[],,,,,,,,36.66,Eco – Electronic Engine Modern,,,Clearocean Emerald,,,,,,,,,,,,Y,LNG,,True
16374094,9838888.0,Meratus Waingapu,2019-04-01T00:00:00,Containerships,"Feeder Containership 100-2,999 TEU",Fully Cellular Container,Indonesia,3.83333,525125014.0,China Classification Society,Fleet,In Service,11512,13201.0,146.0,6.5,23.25,,405333,Huanghai SB,China P.R.,405333,Huanghai SB,China P.R.,Meratus Line,405333,Huanghai SB,China P.R.,880.0,TEU,YCRS2,81057.002,2017-04-07T00:00:00,10973.27169,Huanghai SB,293420.0,Meratus Line,Indonesia,,,,,,,,,,False,,Diesel 2-Stroke,VLS IFO,1 x Diesel - J-ENG 6UEC33LSE-C2,3 x Aux. Diesel Gen.,"1 x Propeller, 133rpm ",1 x BWTS - Ballast Water Treatment System,True,False,2024-04-23T00:00:00,2019-04-24T00:00:00,[],[],[],[],[],[],[],,,,880.0,True,,,,,,,Huang Hai 6,,,,,,,,,,,,,,,
16375633,9865348.0,Atlantic Sakura,2020-04-01T00:00:00,Bulkcarriers,Panamax Bulker,Bulk Carrier,Marshall Is.,2.83333,538008749.0,Nippon Kaiji Kyokai,Fleet,In Service,43232,81727.0,228.99,14.43,32.26,,296300,Sugahara Kisen,Japan,296300,Sugahara Kisen,Japan,BRIGHT CARRIER S.A.,396251,Tsuneishi Zosen,Japan,81727.0,DWT,V7A2719,81092.003,2018-02-01T00:00:00,19509.19041,Tsuneishi Zosen,,,,296300.0,Sugahara Kisen,Japan,,,,,,,,,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 6S60ME-C8.2,3 x Aux. Diesel Gen. - Daihatsu,"1 x FP Propeller, 89rpm ",1 x BWTS - Ballast Water Treatment System,True,False,2025-04-15T00:00:00,2020-04-16T00:00:00,[],[],[],[],[],[],[],,,,,False,,,,Eco – Electronic Engine Modern,,,Ikan Bilis,Kamsarmax MK IV (TESS82 IV),7.0,7.0,,,,,,,,,,,,
16390681,9899296.0,Calypso,2021-07-01T00:00:00,Crude Tankers,"Aframax Crude (85,000-124,999 dwt)",Tanker,Bahamas,1.58333,311001046.0,Lloyd's Register,Fleet,In Service,60121,111930.0,237.0,15.03,44.0,18800.0,306050,Samos Steamship,Greece,306050,Samos Steamship,Greece,Murano Navigation SA,396222,Sumitomo (Yokosuka),Japan,111930.0,DWT,C6EZ7,81431.001,2019-10-01T00:00:00,25426.47576,Sumitomo (Yokosuka),306050.0,Samos Steamship,Greece,306050.0,Samos Steamship,Greece,119600.0,12.0,3.0,False,,,,15.0,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 6G60ME-C9.5,3 x Aux. Diesel Gen. - Daihatsu,1 x FP Propeller,1 x BWTS - Ballast Water Treatment System - S&SYS(Samsung HI),True,False,2026-07-13T00:00:00,2021-07-14T00:00:00,[],[],[],[],[],[],[],,,,,,,,,Eco – Electronic Engine Modern,,,,SumitomoHI 112K OT,,,,,,,,,,,,,,
16391312,9801574.0,Dorado,2021-06-01T00:00:00,Products Tankers,"MR (40,000-54,999 dwt)",Chemical & Oil Carrier,Hong Kong,1.66667,477664900.0,Lloyd's Register,Fleet,In Service,29260,50067.0,183.1,13.316,32.2,,451464,Wilmar International,Singapore,451464,Wilmar International,Singapore,Samantha Shipping Co. Pte. Ltd.,402532,Dae Sun Shipbuilding,South Korea,50067.0,DWT,VRTJ5,81382.002,2019-12-25T00:00:00,24028.69379,Dae Sun Shipbuilding,451464.0,Wilmar International,Singapore,751241.0,Raffles Technical,Singapore,52000.0,12.0,,True,,,,,Diesel 2-Stroke,VLS IFO,1 x Diesel - MAN B. & W. 6S50ME-B9.3,3 x Aux. Diesel Gen.,1 x Propeller,1 x BWTS - Ballast Water Treatment System,True,False,2026-06-22T00:00:00,2021-06-23T00:00:00,[],[],[],[],[],[],[],,,,,,,,,Eco – Electronic Engine Modern,,,,,,,,,,,,,,,,,,
33102466,9618757.0,Mar Limpo II,2012-08-01T00:00:00,AHTS+Supply,PSV,Platform Supply,Brazil,10.5,710007570.0,DNV,Fleet,In Service,1675,1400.0,61.7,5.009,14.0,,408105,Bravante Offshore,Brazil,703932,Bravante Group,Brazil,Brasbunker Participacoes S.A.,703932,Sao Miguel Shipyard,Brazil,1400.0,DWT,PQ2750,30003.0,2010-01-01T00:00:00,4588.24938,Sao Miguel Shipyard,408105.0,Bravante Offshore,Brazil,723449.0,Brasbunker,Brazil,,,,,,,,,Diesel Electric,VLS MDO,3 x Diesel Gen. - Caterpillar 3512C,1 x Aux. Diesel Gen. - Caterpillar,"2 x Rolls-Royce Marine, Azimuth, Contra-Rotating",,,False,2027-08-06T00:00:00,2022-07-18T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,UT 775 SE,,,,,,,,,,,,,,
33102531,9589061.0,Chayari Tide,2011-10-01T00:00:00,AHTS+Supply,AHTS,Anchor Handling Tug/Supply,Vanuatu,11.33333,576604000.0,American Bureau of Shipping,Fleet,In Service,1476,1301.0,58.7,4.75,14.6,,355690,Tidewater Marine,United States,996051,Tidewater,United States,PURPLE FLEET LIMITED,560575,Guangxin SB,China P.R.,5221.0,HP,YJQX9,31362.0,2009-01-10T00:00:00,4242.20228,Guangxin SB,355690.0,Tidewater Marine,United States,355690.0,Tidewater Marine,United States,,,,,,,,,Diesel 4-Stroke,VLS MDO,2 x Diesel - Caterpillar 3516B-HD,3 x Aux. Diesel Gen. - Caterpillar,"2 x ZF Marine, CP Propeller",,,False,2026-10-05T00:00:00,2022-02-12T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,58.7M,,,,,,,,,,,,,,
33102541,9589487.0,Shark-54,2011-06-01T00:00:00,AHTS+Supply,AHTS,Anchor Handling Tug/Supply,Kuwait,11.66667,447107000.0,Unknown,Fleet,Laid Up,1161,1104.0,55.0,4.3,13.8,,363916,Arabian Gulf Mech.,Kuwait,363916,Arabian Gulf Mech.,Kuwait,ARABIAN GULF MECHANICAL SERVICES & CONTRACTING CO.,389529,Jiangsu Zhenjiang SY,China P.R.,5220.0,HP,9KDB,31359.0,2009-06-30T00:00:00,3655.55909,Jiangsu Zhenjiang SY,,,,363916.0,Arabian Gulf Mech.,Kuwait,,,,,,,,,Diesel 4-Stroke,VLS MDO,2 x Diesel - Caterpillar 3516B-HD,3 x Aux. Diesel Gen. - Caterpillar,"2 x Berg Propulsion, CP Propeller",,,False,,2016-06-20T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,55M AHTS,,,,,,,,,,,,,,
33103025,9631759.0,Normand Statesman,2013-06-01T00:00:00,AHTS+Supply,AHTS,Anchor Handling Tug/Supply,Brazil,9.66667,710002997.0,DNV,Fleet,In Service,6170,4015.0,87.4,7.777,21.0,,680637,Ocean Yield,Norway,680637,Ocean Yield,Norway,F-Shiplease AS,392187,VARD Langsten,Norway,21457.0,HP,PU3343,30192.0,2011-06-01T00:00:00,10297.56717,VARD Langsten,892153.0,Solstad Offshore,Norway,892153.0,Solstad Offshore,Norway,,,,,,C,True,12.0,Hybrid Mech./Elec.,VLS MGO,"4 x Diesel Gen. - Caterpillar 3516B, 2 x Diesel - Bergen B32:40L9P",,"2 x KaMeWa, CP Propeller","7 x Selective Catalytic Reduction - NOx - H+H Umwelt, 1 x Oily Water Separator - Marinfloc, 1 x BWTS - Ballast Water Treatment System - Optimarin",True,False,2023-06-04T00:00:00,2018-06-27T00:00:00,[],[],[],[],[],[],[],,,,,,,,19.1,,109.0,$m,Far Statesman,UT 731 CD,,,,,,,,,,,,,,True
33106251,9724295.0,Elk,2015-02-01T00:00:00,AHTS+Supply,PSV,Platform Supply,United States,8.0,367651380.0,American Bureau of Shipping,Fleet,In Service,1158,1618.0,61.2648,4.66,14.6304,,726559,Adriatic Marine,United States,726559,Adriatic Marine,United States,Adriatic Marine LLC,398884,Master Boat Builders,United States,1618.0,DWT,WDH 7758,30509.0,2013-12-10T00:00:00,3649.69976,Master Boat Builders,726559.0,Adriatic Marine,United States,726559.0,Adriatic Marine,United States,,,,,,,,5.0,Diesel 4-Stroke,VLS MDO,2 x Diesel - Caterpillar 3512C-HD,2 x Aux. Diesel Gen. - Caterpillar,"2 x Hung Shen, FP Propeller",,,False,2025-02-12T00:00:00,2020-02-14T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,36.0,,,,,,,,
33108822,9785500.0,Energos Nanook,2018-09-01T00:00:00,LNG,"Conventional LNG Carrier 60,000+ cbm",LNG/Regasification,Marshall Is.,4.41667,538007148.0,DNV,Fleet,In Service,102100,81747.0,280.57,12.15,43.4,,997703,Energos Inf.,United States,997701,Apollo Global,United States,Golar Fsru8 Corp.,452337,Samsung HI,South Korea,170000.0,cu.m.,V7XK3,,2015-07-17T00:00:00,81524.37593,Samsung HI,914649.0,CELSE ,Brazil,994807.0,CoolCo,Bermuda,170000.0,,,,,,False,,Diesel Electric,"LNG, VLS IFO",4 x Diesel Gen. - Wartsila 4-stroke 8L50DF,,"2 x Nakashima, Propeller",1 x BWTS - Ballast Water Treatment System,True,False,2023-09-27T00:00:00,2018-09-27T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,Golar Nanook,,,,,,,,,,-163.0,TZM,Y,LNG,,
59211262,9211262.0,Afamia,2005-05-01T00:00:00,Tugs,Tugs,Tug,Syria,17.75,,Unknown,Fleet,In Service,100,,14.4,1.35,5.03,,563439,Lattakia Port,Syria,563439,Lattakia Port,Syria,,452803,Damen Gorinchem,Netherlands,660.0,HP,,,2003-05-17T00:00:00,799.38838,Damen Gorinchem,563439.0,Lattakia Port,Syria,563439.0,Lattakia Port,Syria,,,,,,,,,Diesel 4-Stroke,VLS MDO,2 x Diesel - Caterpillar 3406C,,2 x FP Propeller,,,False,,2004-12-17T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,1405 Stan Tug,,,,,,,,,,,,,,
59489675,9489675.0,Vi-Nais,2007-11-01T00:00:00,RoRo,"Ro-Ro (Less Than 5,000 dwt tonnes)",Ro-Ro,Vanuatu,15.25,577403000.0,Isthmus Bureau of Shipping S.A.,Fleet,In Service,487,587.0,57.92,2.26,11.59,,450575,Marine Mgmt Services,United States,450575,Marine Mgmt Services,United States,,397487,Unknown Yard,Unknown,,Lane m.,YJWJ7,,2005-01-01T00:00:00,1578.67679,Unknown Yard,450575.0,Marine Mgmt Services,United States,450575.0,Marine Mgmt Services,United States,,,,,,,,8.7,Diesel 4-Stroke,VLS MDO,2 x Diesel - Caterpillar,,2 x Propeller,,,False,,,[],[],[],[],[],[],[],,,,,True,,,,,,,,,,,,,,,,,,,,,,
59583469,9583469.0,Dae Seung No. 3,2009-11-01T00:00:00,Tugs,Tugs,Tug,South Korea,13.25,,Korean Register of Shipping,Fleet,In Service,209,228.0,35.8,3.84,9.4,,675488,Dong Shin Shipping,South Korea,675488,Dong Shin Shipping,South Korea,"DONG SHIN SHIPPING CO., LTD.",397487,Unknown Yard,Unknown,3595.0,HP,,,2008-01-01T00:00:00,1262.54983,Unknown Yard,675488.0,Dong Shin Shipping,South Korea,675488.0,Dong Shin Shipping,South Korea,,,,,,,,14.0,Diesel 4-Stroke,VLS MDO,2 x Diesel - Niigata 6MG25HX,,2 x Propeller,,,False,2024-11-05T00:00:00,2019-10-22T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,
80404523,9309124.0,Campbell Bay,2011-11-01T00:00:00,Ferries,"Passenger Ferries <10,000 GT",Passenger/Cargo Vessel,India,11.25,419079700.0,Indian Register of Shipping,Fleet,In Service,8402,1128.0,125.0,4.5,18.0,,258029,Shpg Corp of India,India,258029,Shpg Corp of India,India,Directorate Of Shipping Services,621748,ABG Shipyard,India,500.0,Passengers,AUXE,,2006-01-01T00:00:00,20870.48174,ABG Shipyard,258029.0,Shpg Corp of India,India,258029.0,Shpg Corp of India,India,,,,,,,,14.0,Diesel 4-Stroke,VLS IFO,2 x Diesel - Yanmar 8N330-EN,4 x Aux. Diesel Gen.,2 x Propeller,,,False,2025-10-20T00:00:00,2020-10-21T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,500.0,,,,,,,,
80411413,9427524.0,Silver Kenna,2011-04-01T00:00:00,Chemical Tankers,"Chemical Tankers (<10,000 dwt)",Chemical & Oil Carrier,Danish Int'l,11.83333,219021321.0,Bureau Veritas,Fleet,In Service,3166,4393.0,92.35,5.4,15.2,3008.0,250623,Simonsen Tankers,Denmark,250623,Simonsen Tankers,Denmark,Rederiet M.H. Simonsen Aps,597184,Yizheng Yangzi SB,China P.R.,4393.0,DWT,OWOL2,77610.001,2008-01-01T00:00:00,7072.29368,Yizheng Yangzi SB,250623.0,Simonsen Tankers,Denmark,250623.0,Simonsen Tankers,Denmark,4548.0,12.0,12.0,True,2.0,IC,True,12.0,Diesel 4-Stroke,VLS IFO,2 x Diesel - MAN Energy Solutions 8L23/30A,2 x Aux. Diesel Gen. - Volvo Penta,"2 x Fundivisa, CP Propeller, 201rpm ",1 x BWTS - Ballast Water Treatment System - Brightsky,True,False,2026-04-12T00:00:00,2021-10-11T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,Global Sun,,,,,,,,,,,,,,,
80442341,9555943.0,Guaiba,2010-08-01T00:00:00,Tugs,Tugs,Tug,Brazil,12.5,,Unknown,Fleet,In Service,450,227.0,,,,,138341,Vale,Brazil,138341,Vale,Brazil,,560759,Detroit Brasil,Brazil,6390.0,HP,,,2008-01-01T00:00:00,2031.18551,Detroit Brasil,138341.0,Vale,Brazil,138341.0,Vale,Brazil,,,,,,,,,Diesel 4-Stroke,VLS MDO,2 x Diesel - Caterpillar 3516B-HD,,2 x Propeller,,,False,,,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,
80452501,9620932.0,Cater 1,2011-03-01T00:00:00,Other Dry General Cargo,General Cargo,General Cargo,Morocco,11.91667,242042400.0,RINA,Fleet,In Service,441,600.0,40.56,2.27,13.62,,988528,Cater SA,Morocco,988528,Cater SA,Morocco,CATER SA,591874,Fratelli Maccioni,Italy,600.0,DWT,CNA5616,,2009-09-21T00:00:00,1329.85552,Fratelli Maccioni,988528.0,Cater SA,Morocco,988528.0,Cater SA,Morocco,,,,,,,,,Diesel 4-Stroke,VLS MDO,2 x Diesel - Caterpillar C18,,2 x FP Propeller,,,False,2026-03-21T00:00:00,2021-06-22T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,Giuseppe II,,,,,,,,,,,,,,,
80465717,9714836.0,Energia I,2016-04-01T00:00:00,Products Tankers,"Sub-10,000 dwt Tanker",Product Carrier,Cuba,6.83333,323113000.0,Unknown,Fleet,In Service,946,1216.0,54.15,3.41199,12.25,,514123,Empresa Nav. Caribe,Cuba,514123,Empresa Nav. Caribe,Cuba,Navecaribe Habana,452803,Damex Shipbuilding,Cuba,1216.0,DWT,CL3703,,2013-07-01T00:00:00,2385.05932,Damex Shipbuilding,514123.0,Empresa Nav. Caribe,Cuba,514123.0,Empresa Nav. Caribe,Cuba,,6.0,,True,,,,10.0,Diesel 4-Stroke,VLS IFO,1 x Diesel,,1 x Propeller,,,False,2026-07-30T00:00:00,2021-07-30T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,
80470736,9753040.0,CSM 2,2014-12-01T00:00:00,Products Tankers,"Sub-10,000 dwt Tanker",Product Carrier,Singapore,8.16667,563030620.0,Bureau Veritas,Fleet,In Service,127,220.0,26.0,2.1,6.5,,767918,Central Star Marine,Singapore,767918,Central Star Marine,Singapore,Central Star Marine Supplies Pte Ltd,404365,President Marine,Singapore,220.0,DWT,9V3043,,2013-01-01T00:00:00,759.29293,President Marine,767918.0,Central Star Marine,Singapore,767918.0,Central Star Marine,Singapore,214.0,4.0,,,,,,,Diesel 4-Stroke,VLS MDO,1 x Diesel - Cummins Inc NTA855-M,1 x Aux. Diesel Gen. - Weichai Heavy,"1 x Nakashima, FP Propeller",,,False,2024-12-16T00:00:00,2019-12-16T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,Pegasus,,,,,,,,,,,,,,,
80479294,9781059.0,Osanyamo,2018-02-01T00:00:00,Tugs,Tugs,Tug,Nigeria,5.0,657135500.0,Bureau Veritas,Fleet,In Service,1337,877.0,52.3,5.4,13.8,,670313,Starzs Investments,Nigeria,989808,Starzs Group,Nigeria,Starzs Investments Company Limited,401522,Damen Yichang,China P.R.,9110.0,HP,5NRL3,,2015-01-01T00:00:00,3989.87513,Damen Yichang,670313.0,Starzs Investments,Nigeria,670313.0,Starzs Investments,Nigeria,,,,,,,,14.0,Diesel 4-Stroke,VLS MDO,2 x Diesel - A.B.C. 16DZC-1000,"2 x Aux. Diesel Gen. - Caterpillar, 1 x Aux. Diesel Gen. - Caterpillar","2 x Fundilusa, CP Azimuth",,,False,2028-02-19T00:00:00,2023-04-01T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,
80479346,,Michigan,2020-02-01T00:00:00,Small Tugs,Tugs,Tug,United States,3.0,368108480.0,Unknown,Fleet,In Service,99,182.0,19.34,2.95,7.34,,501428,Great Lakes Towing,United States,501428,Great Lakes Towing,United States,The Great Lakes Towing Co.,554187,"Great Lakes, Ohio",United States,2000.0,HP,WDL2024,,2016-05-13T00:00:00,794.42271,"Great Lakes, Ohio",,,,,,,,,,,,C0,True,,Diesel 4-Stroke,VLS IFO,2 x Diesel - MTU 8V4000M54R,,"2 x Kaplan, Propeller",,,False,,,[],[],[],[],[],[],[],,,,,,,,,,,,,1907 Stan Tug Ice Class,,,,,,,,,,,,,,
90466313,9642693.0,Bon Voyage,2011-10-01T00:00:00,Other Dry General Cargo,General Cargo,General Cargo,India,11.33333,419000391.0,Indian Register of Shipping,Fleet,In Service,1210,2225.0,70.0,3.3,13.0,,862956,Flagship Mar India,India,862956,Flagship Mar India,India,Flagship Marine India Pvt. Ltd.,732053,Vijai Marine,India,2225.0,DWT,AVOW,,2009-01-01T00:00:00,2537.1515,Vijai Marine,862956.0,Flagship Mar India,India,862956.0,Flagship Mar India,India,,,,,,,,8.99,Diesel 4-Stroke,VLS MDO,2 x Diesel - Cummins Inc NTA855-M,,2 x FP Propeller,,,False,2027-01-22T00:00:00,2022-03-03T00:00:00,[],[],[],[],[],[],[],,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
